C�digo;Descri��o;Fornecedor;Nome do fornecedor;Departamento;Descri��o do departamento;Se��o;Descri��o da se��o;Marca;Marca;Categoria;Nome da categoria;Tipo de mercadoria;Embalagem;Qtde unit.embalagem(Venda);Qtde embalagem master(Compra);Peso l�quido (Kg);NCM + Exce��o;Descri��o;NCM;Exce��o da TIPI;GTIN Unid.Venda;GTIN Unid.Master;GTIN Unid. Tribut�vel;Unidade Venda [EAN8, UPC12, EAN13, e DUN14];Unidade Master [EAN8, UPC12, EAN13, e DUN14];EAN Unid. Tribut�vel;C�d. F�brica;N�mero original;C�d. prod. principal;Descri��o do produto;Envia informa��es t�cnicas para NF-e;Fora de linha;Sub-Categoria;Nome da subcategoria;Data Exclus�o;Dt.Cadastro;% Representante;M�ltiplo compras;Qtd min. de compra embalagem do fornecedor;Sugerir pre�o de venda baseado;C�digo filial;Raz�o Social;Utiliza licen�a de importa��o;Descricao;Controlado pelo IBAMA;Verificar ramo de atividade para c�lculo do ST;Classe comiss�o;%Comiss�o Int.;Unidade Tribut�vel;Descri��o da unidade;Cesta B�sica - Legisla��o;Fator Convers�o Tribut�vel;Fator Convers�o Tribut�vel Ex;C�digo de agrega��o;C�digo interno;Utiliza o c�digo de agrega��o;Distribui��o;Descri��o do distribuidor;Classe Terap�utica;Codigo da sazonalidade;C�digo no SIMPRO;Grupo de Faturamento;Descri��o do principio ativo;Princ�pio ativo 2;Tipo embalagem Unilever;Tipo integra��o B2B;Url do produto; 
5477;TODDY ORIGINAL SACHE 1800G;1119;PEPSICO DO BRASIL IND COM ALI LTDA;1;SECO;25;MERC + AROM;4;TODDY;25;MERCEARIA;L;UNIDADE;1;6;1,8;18069000.3;OUTRAS PREPS.C/CACAU � CIT.ANTERIORMENTE;18069000;;13;14;;7,89284E+12;1,78928E+13;;300054710;;5477;TODDY ORIGINAL SACHE 1800G;N;  ;;;;31/01/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5479;TODDY LIGHT 380G;1119;PEPSICO DO BRASIL IND COM ALI LTDA;1;SECO;25;MERC + AROM;4;TODDY;25;MERCEARIA;L;UNIDADE;1;24;0,38;18069000.3;OUTRAS PREPS.C/CACAU � CIT.ANTERIORMENTE;18069000;01;13;14;;7,89432E+12;3,78943E+13;;300004395;;5479;TODDY LIGHT 380G;N;  ;;;;31/01/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5480;EC DORITOS QUEIJO DIPPAS 84G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;22;DORITOS;57;DORITOS;L;UNIDADE;1;25;0,084;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300047064;;5921;EC DORITOS QUEIJO NACHO 75G;N;  ;;;;26/02/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5842;GSA REFRESCO REFRESKANT GOIABA 20G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;2,78961E+13;;427.6;;5843;GSA REFRESCO REFRESKANT UVA 20G C/15;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5843;GSA REFRESCO REFRESKANT UVA 20G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;2,78961E+13;;427.3;;5843;GSA REFRESCO REFRESKANT UVA 20G C/15;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5844;GSA REFRESCO REFRESKANT LIMAO 20G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;2,78961E+13;;427.7;;5843;GSA REFRESCO REFRESKANT UVA 20G C/15;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5845;GSA REFRESCO REFRESKANT MANGA 20G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;2,78961E+13;;427.9;;5843;GSA REFRESCO REFRESKANT UVA 20G C/15;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5846;GSA REFRESCO REFRESKANT ABACAXI 20G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;2,78961E+13;;427.10;;5843;GSA REFRESCO REFRESKANT UVA 20G C/15;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5847;GSA REFRESKANT LARANJA DOCINHA 20G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89893E+12;2,78989E+13;;427.12;;5843;GSA REFRESCO REFRESKANT UVA 20G C/15;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5848;GSA SANDELLA MISTURA BOLO BAUNILHA 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,35;19012090.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89607E+12;3,78961E+13;;703.6;;2719;GSA SANDELLA MISTURA P/ BOLO BRIGAD 350G;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5849;GSA SANDELLA MISTURA BOLO LARANJA 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,35;19012090.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89607E+12;3,78961E+13;;703.8;;2719;GSA SANDELLA MISTURA P/ BOLO BRIGAD 350G;N;  ;;;;06/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5863;B UNIAO CONFEITO CATAVENTO C/ 15;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/15;1;12;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;021050025;;4726;B UNIAO CONFEITO CATAVENTO C/ 15;N;  ;;;;20/03/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5864;AUDAZ CONFEITO PIROMANIA C/ 15;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/15;1;12;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;021050026;;4726;B UNIAO CONFEITO CATAVENTO C/ 15;N;  ;;;;20/03/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5865;FAMPAR CONFEI CANARIO APIT CATAVEN C/15;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/15;1;12;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;021050029;;4726;B UNIAO CONFEITO CATAVENTO C/ 15;N;  ;;;;27/03/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5866;B UNIAO CONFEITO MAMA FEST ROSA DP C/12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/15;1;12;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;021053007;;4726;B UNIAO CONFEITO CATAVENTO C/ 15;N;  ;;;;27/03/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5867;FAMPAR OVO SURPRESA CARRINHOS C/18;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/12;1;6;0,168;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,89841E+12;7,89841E+12;;021085001;;5867;FAMPAR OVO SURPRESA CARRINHOS C/18;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5868;FAMPAR OVO SURPRESA DINOSSAURO C/18;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/18;1;6;0,18;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,89841E+12;7,89841E+12;;021085002;;5867;FAMPAR OVO SURPRESA CARRINHOS C/18;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5869;FAMPAR OVO SUPER DINOSSAURO TOY C/12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/12;1;6;0,421;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,89841E+12;7,89841E+12;;021085010;;5128;FAMPAR OVO SUPER CARRINHO C/12;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5870;FAMPAR COSPE SLIME STILEKA DISPLAY C/12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/12;1;6;0,421;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,89841E+12;7,89841E+12;;021085015;;5128;FAMPAR OVO SUPER CARRINHO C/12;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5871;FAMPAR STILEKA SLIME POTE DUO DP C/18;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/18;1;6;0,421;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,89841E+12;7,89841E+12;;021087002;;5128;FAMPAR OVO SUPER CARRINHO C/12;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5872;FAMPAR CONFEITO PINTINHO PULA C/9;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/09;1;6;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027058051;;5872;FAMPAR CONFEITO PINTINHO PULA C/9;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5873;FAMPAR CONFEITO DINOSSAURO PULA PULA C/9;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/09;1;6;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027058069;;4751;FAMPAR CONFEITO TCHUCO TCHUCO;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5874;FAMPAR CONFEITO ROBO COM LUZ DP C/9;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/09;1;6;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027070072;;4751;FAMPAR CONFEITO TCHUCO TCHUCO;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5875;AUDAZ BALA LIQUIDA SPRAY KIDS C/12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/12;1;12;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;607070078;;5875;AUDAZ BALA LIQUIDA SPRAY KIDS C/12;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5876;FAMPAR CONFEITO UNICORNI COM LUZ DP C/9;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/09;1;6;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027070085;;4751;FAMPAR CONFEITO TCHUCO TCHUCO;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5877;FAMPAR CONFEITO CAVALINHO PULA C/10;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/10;1;6;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027070095;;4751;FAMPAR CONFEITO TCHUCO TCHUCO;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5878;FAMPAR CONFEITO PATO DE FONE PULA C/9;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/09;1;6;0,168;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,90827E+12;7,90827E+12;;027070102;;4751;FAMPAR CONFEITO TCHUCO TCHUCO;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5879;FAMPAR GALINHA E PATO BOTA CHICLE C/12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/15;1;6;0,168;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,90827E+12;7,90827E+12;;027070103;;4726;B UNIAO CONFEITO CATAVENTO C/ 15;N;  ;;;;27/03/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
5884;AUDAZ PIRULITO STICALITO DP C/20;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/20;1;12;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;029083019;;5160;AUDAZ POP LITO EXP PRINCESA 11G;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5885;AUDAZ PIRULITO AZE FLASH DP C/24;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/24;1;12;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;029083025;;5160;AUDAZ POP LITO EXP PRINCESA 11G;N;FL;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5886;AUDAZ PIRULITO AZE MOLA DP C/24;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/24;1;6;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;029083027;;5160;AUDAZ POP LITO EXP PRINCESA 11G;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5890;AUDAZ POP LITO AZELITO REFRI DP C/24;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/24;1;12;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89866E+12;7,89866E+12;;609083036;;5890;AUDAZ POP LITO AZELITO REFRI DP C/24;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5891;AUDAZ POP LITO OLHO CABO LUMI DP C/24;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/24;1;12;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;13;;7,89866E+12;7,89866E+12;;609083037;;5890;AUDAZ POP LITO AZELITO REFRI DP C/24;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5892;FAMPAR PIRULITO TOP FLASH MICRF DP C/18;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/18;1;8;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027058058;;5160;AUDAZ POP LITO EXP PRINCESA 11G;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5893;FAMPAR OVO SUPER M PONEY DP C/12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/12;1;6;0,421;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,89841E+12;7,89841E+12;;021085012;;5128;FAMPAR OVO SUPER CARRINHO C/12;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5894;FAMPAR PIRULITO TOP FLASH LANTE DP C/18;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/24;1;8;0,165;17049020.4;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89841E+12;7,89841E+12;;027058060;;5160;AUDAZ POP LITO EXP PRINCESA 11G;N;  ;;;;27/03/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5897;MANIX AMENDOIM JAPONES 60G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;9;MANIX AMENDOIM;66;A DEFINIR;L;UNIDADE;1;42;0,06;20081100.;AMENDOINS PREPARADOS OU CONSERVADOS;20081100;;13;14;;7,89284E+12;1,78928E+13;;300061820;;5897;MANIX AMENDOIM JAPONES 60G;N;FL;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5898;MANIX AMENDOIM OVINHO 145G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;9;MANIX AMENDOIM;66;A DEFINIR;L;UNIDADE;1;26;0,145;20081100.;AMENDOINS PREPARADOS OU CONSERVADOS;20081100;;13;14;;7,89284E+12;2,78928E+13;;300061657;;3856;MANIX AMENDOIM JAPONES 145G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5899;EC BACONZITOS 130G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;16;BACONZITOS;66;A DEFINIR;L;UNIDADE;1;10;0,13;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300061723;;5899;EC BACONZITOS 130G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5901;EC BACONZITOS 42G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;16;BACONZITOS;66;A DEFINIR;L;UNIDADE;1;21;0,042;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300061722;;5901;EC BACONZITOS 42G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5902;EC BACONZITOS 86G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;16;BACONZITOS;66;A DEFINIR;L;UNIDADE;1;14;0,086;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300061721;;5902;EC BACONZITOS 86G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5903;EC CEBOLITOS 138G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;17;CEBOLITOS;58;CEBOLITOS;L;UNIDADE;1;12;0,138;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061720;;5903;EC CEBOLITOS 138G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5904;EC PRE�O SUG CEBOLITOS 36G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;17;CEBOLITOS;58;CEBOLITOS;L;UNIDADE;1;48;0,036;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061663;;5904;EC PRE�O SUG CEBOLITOS 36G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5905;EC CEBOLITOS 91G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;17;CEBOLITOS;58;CEBOLITOS;L;UNIDADE;1;14;0,091;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061628;;5905;EC CEBOLITOS 91G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5906;EC CHEETOS BOLA 125G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;53;CHEETOS LUA;L;UNIDADE;1;12;0,125;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061866;;5909;EC CHEETOS LUA PARMESAO 143G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5907;EC CHEETOS BOLA 33G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;59;A DEFINIR;L;UNIDADE;1;48;0,033;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061656;;5907;EC CHEETOS BOLA 33G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5909;EC CHEETOS LUA PARMESAO 143G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;53;CHEETOS LUA;L;UNIDADE;1;12;0,143;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061535;;5909;EC CHEETOS LUA PARMESAO 143G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
5910;EC CHEETOS LUA PARMESAO 35G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;53;CHEETOS LUA;L;UNIDADE;1;56;0,035;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061655;;5907;EC CHEETOS BOLA 33G;N;  ;;;;08/04/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
